,company_permalink,company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_code,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_type,funded_at,funded_month,funded_quarter,funded_year, raised_amount_usd ,overview,tag_list,image1,image2,image3,number_of_employees,office_latitude,office_longitude
10,/company/imagry,Imagry,software,USA,OH,Columbus,Columbus,/company/10xelerator,10Xelerator,finance,USA,OH,Columbus,Columbus,angel,9/1/13,2013-09,2013-Q3,2013,"20,000","<p>Images and videos provide an inaccessible huge amount of information, It’s very difficult to get information about a certain item/product without entering the right label in search engines, however it’s obvious that we humans can easily visually match objects that have different labels, they propose a mobile interactive visual shopping application that provides this connectivity between different objects and labels. People spend lots of time trying to figure out a price and features of a certain product they see, so the application saves precious users time and connects them to relevant results, they’re designing a strategy that will make the application fun to use and interactive, the app allows a user to communicate with the server, insert labels (Crowdsourcing), and create customized visual quarries and share to social networks. This strategy will allow them to grow their customer base and provide users with tailored visually matching results.</p>","publishing, communication, crowdsourcing, mobile",http://api-images.crunchbase.com/assets/images/resized/0029/3673/293673v5-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0029/3673/293673v5-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0029/3673/293673v5-max-450x450.png,,,
11,/company/moveez,MoveEZ,web,USA,OH,Columbus,Columbus,/company/10xelerator,10Xelerator,finance,USA,OH,Columbus,Columbus,other,9/16/13,2013-09,2013-Q3,2013,"20,000","<p>MoveEZ is an online marketplace where consumers can find reputable, licensed and insured moving companies, request for quotes or set up appointments and compare quotes.</p>","receive-moving-quotes, compare-moving-quotes",http://api-images.crunchbase.com/assets/images/resized/0032/8440/328440v3-max-150x150.jpg,http://api-images.crunchbase.com/assets/images/resized/0032/8440/328440v3-max-250x250.jpg,http://api-images.crunchbase.com/assets/images/resized/0032/8440/328440v3-max-450x450.jpg,1,,
12,/company/connecttohome,ConnectToHome,other,USA,OH,Ohio - Other,,/company/10xelerator,10Xelerator,finance,USA,OH,Columbus,Columbus,other,9/19/13,2013-09,2013-Q3,2013,"20,000","<p>Love where you live with ConnectToHome. We are re-imagining how communities interact, beginning with the news they read. </p>","media, technology, local-news",http://api-images.crunchbase.com/assets/images/resized/0031/5754/315754v2-max-150x150.jpg,http://api-images.crunchbase.com/assets/images/resized/0031/5754/315754v2-max-250x250.jpg,http://api-images.crunchbase.com/assets/images/resized/0031/5754/315754v2-max-450x450.jpg,3,,
13,/company/panopticon-laboratories,Panopticon Laboratories,security,,,unknown,,/company/10xelerator,10Xelerator,finance,USA,OH,Columbus,Columbus,angel,9/4/13,2013-09,2013-Q3,2013,"20,000","<p>Panopticon Laboratories builds software for video game publishers that detects and prevents virtual identify theft and other forms of fraud and abuse in online video games.</p>
<p>Globally, online video games grossed $66.3 billion in 2012, and revenues are expected to continue to grow. Because these games have complex virtual economies that interact with the real world, fraud is rampant, with 5,000 new viruses aimed at video game account takeover being developed daily in 2012. This fraud has a bottom line impact on game company revenues and has the potential to destroy the game’s economy, making the game less fun and taking years off the life of the game itself. </p>
<p>The idea for Panopticon Laboratories was born when co-founder Matt Cook, an online banking fraud industry professional and avid video gamer, realized that the fraud experienced by MMOs mirrored the online fraud and account takeover that banks have been working to prevent for years. As he began to research game companies’ responses to this problem, it became clear that they were devoting significant resources to stopping it, but were primarily relying on outdated, inefficient systems that could be easily defeated by fraudsters. Panopticon Labs is adapting the most-current techniques developed for the banking industry as the core of a product suite built for use by online game publishers to detect virtual identity theft and protect their games and customers from fraud.</p>
<p>Protect the Players. Beat the Bad Guys. Save the Worlds.</p>","video-game-security, mmos, cybersecurity",http://api-images.crunchbase.com/assets/images/resized/0032/9675/329675v2-max-150x150.jpg,http://api-images.crunchbase.com/assets/images/resized/0032/9675/329675v2-max-250x250.jpg,http://api-images.crunchbase.com/assets/images/resized/0032/9675/329675v2-max-450x450.jpg,3, , 
14,/company/fly-apparel,Fly Apparel,fashion,USA,OH,Columbus,Columbus,/company/10xelerator,10Xelerator,finance,USA,OH,Columbus,Columbus,angel,9/1/13,2013-09,2013-Q3,2013,"20,000","<p>Fly Apparel is an online driven men’s clothing brand. </p>
<p>Fly Apparel focuses on an upscale market providing men shirts which are made in California catered to a fashion forward audience. </p>
<p>Fly Apparel launched in June 2013 and has most recently been accepted to the 10xelerator program is Columbus Ohio. </p>","e-commerce, fashion, mens-fashion",http://api-images.crunchbase.com/assets/images/resized/0030/8068/308068v2-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0030/8068/308068v2-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0030/8068/308068v2-max-450x450.png,3,,
15,/company/oye,OYE!,analytics,USA,OH,Columbus,Columbus,/company/10xelerator,10Xelerator,finance,USA,OH,Columbus,Columbus,angel,9/4/13,2013-09,2013-Q3,2013,"20,000","<p>OYE! is a business intelligence tool that will provide companies with unique insights into Spanish and Spanglish conversations online. </p>
<p>Currently there are 52 million Hispanics living in the United States with a combined buying power of $1.2 trillion. More and more companies are starting to recognize the importance of listening to what this Spanish and Spanglish speaking audience is saying about their company or brand.
This tool will effectively track, segment, and monitor real-time online conversations so our clients can make educated business decisions and develop culturally relevant communications with the fastest growing ethnic group in the United States. </p>
<p>OYE! can provide affordable business intelligence solutions for brands, government agencies, political parties, nonprofit and educational organizations, PR agencies, and any other entity interested in communicating with Hispanics.</p>
<p>Natasha Pongonis and Eric Diaz came up with the idea when they recognized an unfulfilled need when it came to online listening. They noticed that the current online listening tools did not cater to online conversations in Spanish and Spanglish, making online listening in Spanish very difficult and labor intensive. OYE! will make tracking and segmenting online conversations in Spanish easy and affordable for every business and organization interested in the U.S. Hispanic audience. </p>","social-media, big-data, analytics, online-listening, hispanic-marketing, online-marketing",http://api-images.crunchbase.com/assets/images/resized/0030/9932/309932v2-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0030/9932/309932v2-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0030/9932/309932v2-max-450x450.png,,,
16,/company/leapin,LEAPIN Digital Keys,mobile,AUS,,Gold Coast,Gold Coast,/company/10xelerator,10Xelerator,finance,USA,OH,Columbus,Columbus,angel,8/16/13,2013-08,2013-Q3,2013,, , , , , , , , 
17,/company/last-size,Last Size,,USA,OH,Columbus,Columbus,/company/10xelerator,10Xelerator,finance,USA,OH,Columbus,Columbus,angel,8/16/13,2013-08,2013-Q3,2013,,"<p>Last Size is an online marketplace offering Boutique Retailers a forum to sell last-sizes and past-season merchandise at deeply discounted prices. </p>
<p>Last Size creates an online marketplace where Boutique Retailers can upload images and redirect unsold merchandise to a new customer base in a fast and efficient manner. Moreover, Last Size customers gain access to hard-to-access, locally-based Boutique Retail brands at discounts of 40% – 90%. </p>
<p>The market need and opportunity is substantial for Last Size. Small and medium Boutique Retailers share similar challenges with unsold merchandise and can benefit from Last Size’s efficient, easy-to-use website platform.</p>",,http://api-images.crunchbase.com/assets/images/resized/0035/2044/352044v1-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0035/2044/352044v1-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0035/2044/352044v1-max-450x450.png,,,
18,/company/stockleap,Stockleap,,USA,OH,Columbus,Columbus,/company/10xelerator,10Xelerator,finance,USA,OH,Columbus,Columbus,angel,8/16/13,2013-08,2013-Q3,2013,,"<p>StockLeap, LLC provides in-line tools for online news publishers/syndicates. It offers StockLeap, an algorithm that helps to level the playing field, and narrows the gap between user and automated trades of large investment houses. It reads and disseminates breaking news articles; and provides Forex/currency news, foreign markets news, stock follow, manual scan, custom algorithm, and after-hours trading options. The company was incorporated in 2013 and is based in Columbus, Ohio.</p>",,http://api-images.crunchbase.com/assets/images/resized/0042/0114/420114v1-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0042/0114/420114v1-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0042/0114/420114v1-max-450x450.png,,,
19,/company/morphcard,morphCARD,software,USA,OH,Columbus,Columbus,/company/10xelerator,10Xelerator,finance,USA,OH,Columbus,Columbus,angel,4/10/12,2012-04,2012-Q2,2012,,"<p>morphCARD is an online platform where users can store new and existing gift cards for use in-store via mobile application or online through our website.  Users can store gift cards they already own or purchase cards using our marketplace so they have all of their cards in a single location.  We don’t charge users fees or sell cards that expire.  morphCARD’s aggregation software allows a user to store all of their gift cards with us, reducing clutter in their wallets, preventing loss or damage and improving the overall gift card experience.</p>","gift-card, gift, card",http://api-images.crunchbase.com/assets/images/resized/0018/3353/183353v2-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0018/3353/183353v2-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0018/3353/183353v2-max-450x450.png,3,39.9611755,-82.9987942
20,/company/oneexchangestreet,Oneexchangestreet,,USA,OH,Columbus,Columbus,/company/10xelerator,10Xelerator,finance,USA,OH,Columbus,Columbus,angel,4/10/12,2012-04,2012-Q2,2012,,"<p>One Exchange Street, Inc. will be an online exchange introducing liquidity, transparency, real-time price discovery and seamless trade execution to buyers and sellers of bankruptcy claims. </p>",,http://api-images.crunchbase.com/assets/images/resized/0042/0205/420205v1-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0042/0205/420205v1-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0042/0205/420205v1-max-450x450.png,,,
21,/company/rooftop-down,Rooftop Down,,USA,OH,Columbus,Columbus,/company/10xelerator,10Xelerator,finance,USA,OH,Columbus,Columbus,angel,4/10/12,2012-04,2012-Q2,2012,,"<p>Rooftop Down LLC provides cloud based service to collect key documents and schedule maintenance tasks for a home. The company was incorporated in 2012 and is based in New Albany, Ohio.</p>",,http://api-images.crunchbase.com/assets/images/resized/0042/0224/420224v1-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0042/0224/420224v1-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0042/0224/420224v1-max-450x450.png,,,
22,/company/mondokio,Mondokio,,,,unknown,,/company/10xelerator,10Xelerator,finance,USA,OH,Columbus,Columbus,angel,10/25/11,2011-10,2011-Q4,2011,,"<p>MONDOKIO INTERNATIONAL NEWS, LLC provides an educational tool that enables students to consider various perspectives on the same news topic and have real-time communication with students worldwide. It offers a platform for teaching core content standards in high school classrooms. The company was incorporated in 2009 and is based in Columbus, Ohio.</p>",,http://api-images.crunchbase.com/assets/images/resized/0042/0177/420177v1-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0042/0177/420177v1-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0042/0177/420177v1-max-450x450.png,, , 
23,/company/whodoyou,whodoyou,web,ISR,,Israel - Other,,/company/18-partners,18 Partners,,,,unknown,,angel,1/1/14,2014-01,2014-Q1,2014,"900,000","<p>whodoyou is a social recommendations site that helps people find local businesses recommended by friends and neighbors.</p>
<p>People searching for dentists, plumbers, pediatricians and other local businesses see results based on authentic advice shared between friends on social networks. Users that login with Facebook will see their own private recommendations from friends and groups, in their personal vault, regardless of when the original advice was shared.</p>","recommendations, internet, social",http://api-images.crunchbase.com/assets/images/resized/0042/6457/426457v2-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0042/6457/426457v2-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0042/6457/426457v2-max-450x450.png,,,
24,/company/nival-network,Nival,games_video,RUS,,Moscow,Moscow,/company/1c-company,1C Company,software,RUS,,Moscow,Moscow,venture,3/17/10,2010-03,2010-Q1,2010,"7,000,000", , , , , , , , 
25,/company/startme,StartMe,finance,ZAF,,Midrand,Midrand,/company/1st-media-services,1st Media services,,,,unknown,,other,10/1/11,2011-10,2011-Q4,2011,"50,000",<p>StartMe is a crowdfunding platform for South African entrepreneurs and creatives</p>,"crowdfunding, small-business-funding, entrepreneur, south-africa, business-finance--siliconcape",http://api-images.crunchbase.com/assets/images/resized/0022/0683/220683v2-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0022/0683/220683v2-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0022/0683/220683v2-max-450x450.png,4,,
26,/company/readfy-gmbh,readfy,mobile,DEU,,Duesseldorf,Duesseldorf,/company/1stmover-org,1stMover.org,,,,unknown,,angel,7/1/13,2013-07,2013-Q3,2013,, , , , , , , , 
27,/company/toviefor,ToVieFor,ecommerce,USA,NY,New York,New York,/company/2010-nyu-stern-business-plan-competition,2010 NYU Stern Business Plan Competition,,,,unknown,,angel,4/1/10,2010-04,2010-Q2,2010,"75,000",<p>At ToVieFor we sell the hottest handbags and accessories through a unique type of sale which allows a member to choose the price she wants to pay.</p>,"techstars, techstars-nyc-winter-2011",http://api-images.crunchbase.com/assets/images/resized/0019/4968/194968v1-max-150x150.jpg,http://api-images.crunchbase.com/assets/images/resized/0019/4968/194968v1-max-250x250.jpg,http://api-images.crunchbase.com/assets/images/resized/0019/4968/194968v1-max-450x450.jpg,0,,
28,/company/ispye,iSpye,mobile,GBR,,Glasgow,Glasgow,/company/20-20-multimedia-group,20:20 Multimedia Group,,,,unknown,,private-equity,9/26/12,2012-09,2012-Q3,2012,,"<p>iSpye is a social travel application that shows places, events and people around you, in real time.</p>
<p>The app is a travel social network that connects users and provides real time information about venues and events, relative to the users location. All content is user generated and users can find out the most popular, trending or nearby occurrences. </p>
<p>The aim is to provide users with a platform that allows them to discover the best things to see and do upon arriving in a new place. Built with the student ‘backpacker’ ethos at the forefront, iSpye is building a community of people who believe there are no boundaries, no such thing as too many travel connections and will never say no to a valuable life experience!</p>
<p>The app has been built for iOS and Android devices. Version 1 has three main features, which are as follows: </p>
<p>• News Feed – venues and events are displayed as pins, which are categorised and shown in the users feed in a list format. There are two features of the feed: Discover and Buzz.  Discover displays pins closest to the user and Buzz shows pins that are tending i.e. the most popular pins at any given time, relative to the users location. The popularity of a pin is defined by the community either upping or downing that pin and a trend is started by the first users activity. A user may up or down a pin through either the Discover tab (most likely while attending the pin or the morning after) or the Buzz tab (to contribute to the trend). The purpose of a users activity is to inform the community of their current experience at a venue or event and not, like tripadvisor, to rate the venue or event itself. A user may vote a pin up or down once every 24 hours, so if they return to the venue or event at a later date they may vote again. The aim is to provide the community with an accurate idea of which venues are the best or busiest at any point in time. </p>
<p>• Mapping – users can drop pins to represent venues found or events occurring. Each pin is displayed at its exact location on a map and can be seen by all members of the iSpye community. By clicking on a pin, users can instantly see how many times the pin has been upped and down. The user is able to gather further information by opening the pins page. A page displays statistics (number of ups, number of downs, %age of male voters, %age of female voters and average age of voters), thoughts and IM profiles of recent users who voted on the page. Thoughts are posted by users and describe their experience of the venue. Users looking at the page are able to gain a sense of whether or not they should attend the venue or event simply by looking at the statistics, thoughts and/ or by chatting via IM (next bullet point) to users who are currently at or have previously been to the pin.  </p>
<p>• Instant Messaging – users can communicate with other users of the iSpye community via Instant Messages. Users are displayed according to their location and a user may chat with another user to find out information about their current or past experience(s) of a pin. The best source of information comes from locals and the IM client allows all users to obtain information in real time. The IM tab also has built in search functionality, allowing users to search for users in other cities. The purpose of search is to allow a user to begin gathering information on the city they are about to visit and meet likeminded people prior to their arrival. </p>
<p>iSpye allows users to tap into a global community of travellers and locals to gain an instant insight into the best and busiest places around them. iSpye will officially launch in October 2013.</p>","travel, student, experience, college, adventure, events, tourism, study, community, holiday, vacation, europe, asia, usa, south-america, accommodation, places, free, international, beach, sea, life",http://api-images.crunchbase.com/assets/images/resized/0027/8771/278771v2-max-150x150.jpg,http://api-images.crunchbase.com/assets/images/resized/0027/8771/278771v2-max-250x250.jpg,http://api-images.crunchbase.com/assets/images/resized/0027/8771/278771v2-max-450x450.jpg,3,55.8610399,-4.2540044
29,/company/aentropico,Aentropico,analytics,BRA,,Rio de Janeiro,Rio de Janeiro,/company/21212,1/27/58,web,BRA,,Rio de Janeiro,Rio de Janeiro,angel,3/13/13,2013-03,2013-Q1,2013,"25,000","<p>AENTROPICO is building a predictive analytics platform that empowers managers to take informed decisions in a simple and intuitive manner. They combine the best user experience with top-notch applied statistics, in order to bring useful algorithms to non-tech users.</p>
<p>In the process, they built a large marketplace of solutions for industry specific questions for decision makers. Tapping the growing interest of Big Data in the Brazilian Market, their vision is to become the Amazon for Data Science. AENTROPICO has run paid pilot projects in Colombia and Mexico for up to 40K across 3 different industries, and is pushing towards recurrent billing projects with the release of their beta platform.</p>","data-science, big-data, predictive-analytics, computational-statistics, business-intelligence",http://api-images.crunchbase.com/assets/images/resized/0020/8526/208526v4-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0020/8526/208526v4-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0020/8526/208526v4-max-450x450.png,4,-22.9539891,-43.1917377
30,/company/ohk-labs,OHK Labs,sports,USA,FL,Palm Beach,Boca Raton,/company/22hundred-group,22Hundred Group,,,,unknown,,angel,9/1/11,2011-09,2011-Q3,2011,"100,000","<p>SportsPicker - Your daily dose of bragging rights
www.sportspickerapp.com</p>
<p>http://appdata.com/apps/facebook/167334860014797-sportspicker</p>","mobile-app, iphone, android, mobile-application",http://api-images.crunchbase.com/assets/images/resized/0013/7486/137486v4-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0013/7486/137486v4-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0013/7486/137486v4-max-450x450.png,,26.3586885,-80.0830984
31,/company/latto,LATTO,enterprise,ISR,,Tel Aviv,Tel Aviv,/company/2bangles,2BAngles,,,,unknown,,series-a,2/1/11,2011-02,2011-Q1,2011,"11,000,000","<p>LATTO is a leading developer and provider of centralized cloud-based multi-screen video store solutions for streaming live/linear and on-demand video content - “Over-the-Top” (OTT) and as part of TV Everywhere (TVE) initiatives. LATTO’s proprietary video platform offers Telecommunication Operators, Broadcasters and Content Aggregators an innovative end-to-end and white label solution with the ability to easily monetize video assets.</p>
<p>OUR VISION</p>
<p>It is our vision to provide our clients with new and innovative tools for easily and conveniently leveraging and further monetizing their media assets in the todays’ rapidly changing and competitive online video landscape. Considering the on-going growth in content consumption across devices and inspired by the concept of “monetizing multiscreen video” we developed a modular platform that provides you with a centralized multiscreen video solution, innovative monetization &amp; e-commerce tools and an intelligent ad deliver platform – all designed to maximize the value of your media assets.</p>
<p>WHAT WE DO</p>
<p>The LATTO TVE Platform is a modular solution addressing all aspects of the online video landscape and life cycle:</p>
<p> “LATTO GO” – A centralized content distribution management system for publishing live, VOD and catch-up TV content across devices via a single control console, anywhere in the world</p>
<p> “LATTO PAY” – A flexible &amp; cloud based transaction and payment engine fitting any business model and offering a unified platform for billing end users across multiple devices, real-time data analysis, BI and reporting system as well as a broad array of payment methods. </p>
<p> “LATTO-SHOP” – Innovative monetization tools maximizing the value of your media assets and creating incremental revenue streams. LATTO storefront solutions offer a truly personalized entertainment experience allowing for maximizing content consumption and sales. Further our interactive e-commerce solutions and UI enable “one-click-buy” via any screen and amplify “impulse-buy” creating additional revenue streams.  Our intelligent ad delivery platform ensures most targeted </p>","ott, over-the-top, multiscreen, tv-everywhere, iptv, live, vod, catch-up-tv, smartphone, tablet, pc, smart-tv, tv, video-platform, personalization, video-monetization, video-commercialization, media-asset-monetization, targeted-advertising, partner-eco-sy",http://api-images.crunchbase.com/assets/images/resized/0026/9092/269092v2-max-150x150.png,http://api-images.crunchbase.com/assets/images/resized/0026/9092/269092v2-max-250x250.png,http://api-images.crunchbase.com/assets/images/resized/0026/9092/269092v2-max-450x450.png,30,32.1076093,34.8346687
